genome.acc	system	system.number	seqid	system.subtype	genome	domain	phylum	class	order	family	genus	species
GCA_021819225.1	TerY-P	1	JAKARU010000007.1	TerY-P	GCA_021819225	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021819225
GCA_021819225.1	TerY-P	10	JAKARU010000249.1	TerY-P	GCA_021819225	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021819225
GCA_021819225.1	cas	11	JAKARU010000263.1	cas_adaptation	GCA_021819225	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021819225
GCA_021819225.1	cas	5	JAKARU010000051.1	cas_type_I-G	GCA_021819225	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021819225
GCA_021819225.1	cas	8	JAKARU010000224.1	cas_type_other	GCA_021819225	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021819225
GCA_021819605.1	TerY-P	2	JAKAQT010000081.1	TerY-P_other	GCA_021819605	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__UBA509	s__UBA509 sp021819605
GCA_021819605.1	TerY-P	3	JAKAQT010000132.1	TerY-P_other	GCA_021819605	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__UBA509	s__UBA509 sp021819605
GCA_021820245.1	AbiE	7	JAKADT010000062.1	AbiE	GCA_021820245	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAJZOT01	s__JAJZOT01 sp021820245
GCA_021820245.1	PDC-S01	3	JAKADT010000016.1	PDC-S01	GCA_021820245	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAJZOT01	s__JAJZOT01 sp021820245
GCA_021820245.1	PDC-S01	4	JAKADT010000027.1	PDC-S01	GCA_021820245	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAJZOT01	s__JAJZOT01 sp021820245
GCA_021820245.1	PDC-S27	12	JAKADT010000116.1	PDC-S27	GCA_021820245	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAJZOT01	s__JAJZOT01 sp021820245
GCA_021820245.1	RM	5	JAKADT010000050.1	RM_type_IV	GCA_021820245	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAJZOT01	s__JAJZOT01 sp021820245
GCA_021820245.1	TerY-P	1	JAKADT010000010.1	TerY-P	GCA_021820245	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAJZOT01	s__JAJZOT01 sp021820245
GCA_021820285.1	AbiE	5	JAKADR010000032.1	AbiE	GCA_021820285	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma acidiphilum
GCA_021820285.1	PDC-S27	6	JAKADR010000037.1	PDC-S27	GCA_021820285	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma acidiphilum
GCA_021820285.1	PDC-S37	2	JAKADR010000017.1	PDC-S37	GCA_021820285	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma acidiphilum
GCA_021820405.1	PDC-M19	5	JAKADQ010000126.1	PDC-M19	GCA_021820405	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021820405
GCA_021820405.1	PDC-S01	6	JAKADQ010000129.1	PDC-S01	GCA_021820405	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021820405
GCA_021820405.1	TerY-P	2	JAKADQ010000013.1	TerY-P	GCA_021820405	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021820405
GCA_021820525.1	RM	2	JAKADM010000002.1	RM_type_II	GCA_021820525	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021820525
GCA_021820525.1	TerY-P	4	JAKADM010000006.1	TerY-P	GCA_021820525	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021820525
GCA_021820525.1	cas	6	JAKADM010000010.1	cas_type_I-B1	GCA_021820525	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021820525
GCA_021820565.1	HEC-05	2	JAKADL010000017.1	HEC-05	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	PDC-S01	13	JAKADL010000068.1	PDC-S01	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	PDC-S01	18	JAKADL010000138.1	PDC-S01	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	PDC-S27	12	JAKADL010000061.1	PDC-S27	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	PDC-S27	17	JAKADL010000080.1	PDC-S27	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	PDC-S27	6	JAKADL010000047.1	PDC-S27	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	PDC-S37	5	JAKADL010000044.1	PDC-S37	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	RM	10	JAKADL010000057.1	RM_type_II	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	RM	16	JAKADL010000074.1	RM_type_I	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	RM	8	JAKADL010000054.1	RM_type_II	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021820565.1	cas	11	JAKADL010000059.1	cas_type_I-G	GCA_021820565	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021820565
GCA_021821445.1	PDC-S01	10	JAKACK010000025.1	PDC-S01	GCA_021821445	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__Mancarchaeum	s__Mancarchaeum sp021821445
GCA_021821445.1	PDC-S01	4	JAKACK010000007.1	PDC-S01	GCA_021821445	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__Mancarchaeum	s__Mancarchaeum sp021821445
GCA_021821445.1	PDC-S01	6	JAKACK010000010.1	PDC-S01	GCA_021821445	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__Mancarchaeum	s__Mancarchaeum sp021821445
GCA_021821445.1	RM	9	JAKACK010000018.1	RM_type_II	GCA_021821445	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__Mancarchaeum	s__Mancarchaeum sp021821445
GCA_021821445.1	SoFic	7	JAKACK010000010.1	SoFic	GCA_021821445	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__Mancarchaeum	s__Mancarchaeum sp021821445
GCA_021821445.1	cas	8	JAKACK010000015.1	cas_type_V	GCA_021821445	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__Mancarchaeum	s__Mancarchaeum sp021821445
GCA_021821605.1	AbiE	5	JAKACG010000062.1	AbiE	GCA_021821605	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__CABMGC01	g__JAJZOD01	s__JAJZOD01 sp021821605
GCA_021821605.1	PDC-S01	6	JAKACG010000063.1	PDC-S01	GCA_021821605	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__CABMGC01	g__JAJZOD01	s__JAJZOD01 sp021821605
GCA_021821635.1	RM	1	JAKACH010000010.1	RM_type_IV	GCA_021821635	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__UBA582	s__UBA582 sp021821635
GCA_021821635.1	TerY-P	2	JAKACH010000012.1	TerY-P_other	GCA_021821635	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__UBA582	s__UBA582 sp021821635
GCA_021822165.1	SoFic	1	JAKARM010000016.1	SoFic	GCA_021822165	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Micrarchaeales	f__Micrarchaeaceae	g__JAKARM01	s__JAKARM01 sp021822165
GCA_021822985.1	AbiE	7	JAKAPZ010000085.1	AbiE	GCA_021822985	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021822985
GCA_021822985.1	PDC-M19	4	JAKAPZ010000015.1	PDC-M19	GCA_021822985	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021822985
GCA_021822985.1	PDC-S01	1	JAKAPZ010000005.1	PDC-S01	GCA_021822985	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021822985
GCA_021822985.1	RM	8	JAKAPZ010000085.1	RM_type_II	GCA_021822985	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021822985
GCA_021822995.1	PDC-S01	3	JAKAPN010000109.1	PDC-S01	GCA_021822995	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021822995
GCA_021822995.1	SoFic	7	JAKAPN010000162.1	SoFic	GCA_021822995	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021822995
GCA_021823085.1	PDC-S09	4	JAKAPG010000165.1	PDC-S09	GCA_021823085	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__UBA184	s__UBA184 sp021823085
GCA_021823325.1	PDC-M34	4	JAKAOG010000004.1	PDC-M34	GCA_021823325	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021823325
GCA_021823325.1	RM	2	JAKAOG010000001.1	RM_type_II	GCA_021823325	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__UBA183	g__UBA183	s__UBA183 sp021823325
GCA_021823425.1	SoFic	3	JAKANX010000024.1	SoFic	GCA_021823425	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Anstonellales	f__Bilamarchaeaceae	g__JAHJBR01	s__JAHJBR01 sp021823425
GCA_021823945.1	PDC-S01	6	JAKALW010000143.1	PDC-S01	GCA_021823945	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Anstonellales	f__VGKX01	g__JAKALW01	s__JAKALW01 sp021823945
GCA_021823945.1	PDC-S18	4	JAKALW010000074.1	PDC-S18	GCA_021823945	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Anstonellales	f__VGKX01	g__JAKALW01	s__JAKALW01 sp021823945
GCA_021823945.1	SoFic	2	JAKALW010000039.1	SoFic	GCA_021823945	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__Anstonellales	f__VGKX01	g__JAKALW01	s__JAKALW01 sp021823945
GCA_021824845.1	RM	2	JAKAJY010000066.1	RM_type_II	GCA_021824845	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosotenuis	s__Nitrosotenuis sp021824845
GCA_021826525.1	mza	1	JAKAZU010000002.1	mza_other	GCA_021826525	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__UBA184	g__UBA184	s__UBA184 sp021826525
GCA_021826765.1	PDC-S01	1	JAKAYK010000012.1	PDC-S01	GCA_021826765	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021826765
GCA_021826765.1	PDC-S01	9	JAKAYK010000040.1	PDC-S01	GCA_021826765	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021826765
GCA_021826765.1	PDC-S33	8	JAKAYK010000034.1	PDC-S33	GCA_021826765	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021826765
GCA_021826765.1	RM	7	JAKAYK010000030.1	RM_type_IV	GCA_021826765	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Cuniculiplasma	s__Cuniculiplasma sp021826765
GCA_021826795.1	PDC-S01	11	JAKAYM010000042.1	PDC-S01	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	PDC-S01	12	JAKAYM010000058.1	PDC-S01	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	PDC-S01	14	JAKAYM010000063.1	PDC-S01	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	PDC-S01	15	JAKAYM010000164.1	PDC-S01	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	PDC-S27	7	JAKAYM010000013.1	PDC-S27	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	PDC-S27	8	JAKAYM010000019.1	PDC-S27	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	PDC-S27	9	JAKAYM010000023.1	PDC-S27	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	PT	4	JAKAYM010000002.1	PT_PbeABCD	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	RM	5	JAKAYM010000002.1	RM_type_IV	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826795.1	viperin	10	JAKAYM010000030.1	viperin_solo	GCA_021826795	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma sp021826795
GCA_021826835.1	AbiE	24	JAKAYH010000057.1	AbiE	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	AbiE	28	JAKAYH010000080.1	AbiE	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	AbiE	44	JAKAYH010000202.1	AbiE	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	AbiE	50	JAKAYH010000264.1	AbiE	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	HEC-05	53	JAKAYH010000289.1	HEC-05	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	HEC-05	63	JAKAYH010000415.1	HEC-05	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	HEC-05	65	JAKAYH010000462.1	HEC-05	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	HEC-06	11	JAKAYH010000030.1	HEC-06	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	HEC-06	7	JAKAYH010000025.1	HEC-06	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PD-Lambda-5	62	JAKAYH010000410.1	PD-Lambda-5	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S01	39	JAKAYH010000168.1	PDC-S01	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S01	40	JAKAYH010000169.1	PDC-S01	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S01	49	JAKAYH010000256.1	PDC-S01	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S01	52	JAKAYH010000288.1	PDC-S01	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S01	64	JAKAYH010000454.1	PDC-S01	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S27	29	JAKAYH010000080.1	PDC-S27	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S27	36	JAKAYH010000130.1	PDC-S27	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S27	41	JAKAYH010000169.1	PDC-S27	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	PDC-S27	66	JAKAYH010000501.1	PDC-S27	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	10	JAKAYH010000029.1	RM_type_II	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	13	JAKAYH010000038.1	RM_type_I	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	16	JAKAYH010000046.1	RM_type_II	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	17	JAKAYH010000047.1	RM_type_III	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	23	JAKAYH010000055.1	RM_type_II	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	31	JAKAYH010000101.1	RM_type_III	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	32	JAKAYH010000111.1	RM_type_IV	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	37	JAKAYH010000142.1	RM_type_IIG	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	51	JAKAYH010000269.1	RM_type_II	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	54	JAKAYH010000312.1	RM_type_II	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	RM	56	JAKAYH010000326.1	RM_type_II	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	SoFic	42	JAKAYH010000182.1	SoFic	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	SoFic	58	JAKAYH010000352.1	SoFic	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	TerY-P	22	JAKAYH010000054.1	TerY-P	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	argonaute	30	JAKAYH010000096.1	argonaute_type_I	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	argonaute	46	JAKAYH010000219.1	argonaute_solo	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	argonaute	60	JAKAYH010000394.1	argonaute_solo	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	cas	12	JAKAYH010000032.1	cas_type_I-G	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	cas	18	JAKAYH010000048.1	cas_type_I-D	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
GCA_021826835.1	cas	33	JAKAYH010000114.1	cas_type_other	GCA_021826835	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__JAKAYH01	s__JAKAYH01 sp021826835
